case_key,earliest_file,latest_file,earliest_count,latest_count,delta,sample_latest
2023-682552,2023-682552_20251117_151523.json,2023-682552_20251117_151523.json,4,4,0,"2903.13.A | 2903.13.A | 2921.31.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-685788,2023-685788_20251118_195904.json,2023-685788_20251118_195904.json,5,5,0,"2923.13.A(2) | 2923.121.A | 2923.12.A(2) | 2923.162.A(3) | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-678506,2023-678506_20251116_181818.json,2023-678506_20251116_181818.json,3,3,0,"2903.11.A(1) | 2909.04.A(1) | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-698838,2025-698838_20251120_082909.json,2025-698838_20251120_082909.json,3,3,0,"2925.11.A | 2925.11.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-690297,2024-690297_20251119_094401.json,2024-690297_20251119_094401.json,7,7,0,2903.11.A(1) | 2903.11.A(2) | 2923.13.A(2) | 2923.12.A(2) | 2903.21.A
2024-697578,2024-697578_20251120_042902.json,2024-697578_20251120_042902.json,11,11,0,2903.11.A(1) | 2903.11.A(2) | 2903.11.A(2) | 2903.11.A(2) | 2923.162.A(3)
2024-697579,2024-697579_20251120_042945.json,2024-697579_20251120_042945.json,7,7,0,2923.13.A(1) | 2923.13.A(2) | 2923.12.A(2) | 2923.16.B | 2921.31.A
2024-690864,2024-690864_20251119_111307.json,2024-690864_20251119_111307.json,5,5,0,"2903.211.A(1) | 2903.211.A(1) | 2919.27.A(1) | 2919.27.A(1) | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-688175,2024-688175_20251119_032006.json,2024-688175_20251119_032006.json,4,4,0,"2917.31.A(1) | 2917.31.A(2) | 2917.31.A(3) | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-678807,2023-678807_20251116_204827.json,2023-678807_20251116_204827.json,5,5,0,"2911.12.A(1) | 2903.11.A(2) | 2919.25.A | 2919.27.A(1) | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-677629,2023-677629_20251116_105254.json,2023-677629_20251116_105254.json,6,6,0,"2925.11.A | 2903.13.A | 2903.21.A | 2903.21.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-698673,2025-698673_20251120_075611.json,2025-698673_20251120_075611.json,2,2,0,"2925.11.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-692729,2024-692729_20251119_153919.json,2024-692729_20251119_153919.json,6,6,0,2903.18.(B)(2) | 2903.18.(B)(3) | 2919.25.A | 2923.162.A(3) | 2923.13.A(2)
2023-679181,2023-679181_20251110_132517.json,2023-679181_20251110_132517.json,8,8,0,
2023-680323,2023-680323_20251117_092729.json,2023-680323_20251117_092729.json,9,9,0,2911.02.A(3) | 2911.02.A(2) | 2921.331.B | 2921.331.B | 2913.02.A(1)
2024-690055,2024-690055_20251119_084718.json,2024-690055_20251119_084718.json,9,9,0,2903.02.A | 2903.11.A(1) | 2903.18.(B)(2) | 2903.18.(B)(3) | 2905.02.A(1)
2025-700253,2025-700253_20251120_134446.json,2025-700253_20251120_134446.json,7,7,0,2921.03.A | 2909.05.B(1)(B) | 2921.38.B | 2921.38.B | 2903.21.A
2024-697611,2024-697611_20251120_044027.json,2024-697611_20251120_044027.json,2,2,0,"2913.02.A(3) | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-690366,2024-690366_20251119_095534.json,2024-690366_20251119_095534.json,5,5,0,"2923.13.A(3) | 2923.12.(A)(2) | 2923.16.B | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-688174,2024-688174_20251119_032115.json,2024-688174_20251119_032115.json,2,2,0,"2909.05.B(2) | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-695723,2024-695723_20251119_233007.json,2024-695723_20251119_233007.json,9,9,0,2903.11.A(1) | 2903.11.A(2) | 2903.11.A(2) | 2903.11.A(2) | 2923.162.(A)(3)
2023-687137,2023-687137_20251119_000240.json,2023-687137_20251119_000240.json,3,3,0,"2913.02.A(1) | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-700699,2025-700699_20251120_153346.json,2025-700699_20251120_153346.json,4,4,0,"2903.11.A(1) | 2903.11.A(2) | 2903.13.A | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-698278,2025-698278_20251120_062303.json,2025-698278_20251120_062303.json,5,5,0,"2911.11.A(1) | 2905.02.A(2) | 2903.13.A | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-677951,2023-677951_20251116_135356.json,2023-677951_20251116_135356.json,2,2,0,"2911.02.A(3) | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-677805,2023-677805_20251116_123138.json,2023-677805_20251116_123138.json,2,2,0,"2919.25.D(2) | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-689109,2024-689109_20251119_062523.json,2024-689109_20251119_062523.json,6,6,0,2907.02.A(2) | 2903.11.A(1) | 2903.18.(B)(3) | 2905.01.A(3) | 2905.02.A(2)
2024-690615,2024-690615_20251119_104056.json,2024-690615_20251119_104056.json,2,2,0,"2950.06.F | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-685421,2023-685421_20251118_184452.json,2023-685421_20251118_184452.json,2,2,0,"2950.05.F(1) | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-678081,2023-678081_20251116_151422.json,2023-678081_20251116_151422.json,9,9,0,2905.02.A(2) | 2919.25.A | 2903.21.A | 2905.02.A(2) | 2903.13.A
2023-677883,2023-677883_20251116_131804.json,2023-677883_20251116_131804.json,4,4,0,"2903.11.A(2) | 2903.11.A(2) | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-695897,2024-695897_20251120_000026.json,2024-695897_20251120_000026.json,10,10,0,2907.323.A(1) | 2907.323.A(1) | 2907.322.A(5) | 2907.322.A(5) | 2907.322.A(5)
2023-681712,2023-681712_20251111_062649.json,2023-681712_20251111_062649.json,3,3,0,
2023-686514,2023-686514_20251118_220615.json,2023-686514_20251118_220615.json,7,7,0,2905.02.A(2) | 2907.02.A(2) | 2903.18.(B)(1) | 2903.18.(B)(3) | 2919.25.A
2023-683737,2023-683737_20251118_140651.json,2023-683737_20251118_140651.json,3,3,0,"2921.331.B | {'type': '10% CASH', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-692365,2024-692365_20251119_144839.json,2024-692365_20251119_144839.json,3,3,0,"2909.05.B(1)(A) | 2909.04.A(2) | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-697469,2024-697469_20251120_040722.json,2024-697469_20251120_040722.json,4,4,0,"2919.25.A | 2909.06.A(1) | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-686587,2023-686587_20251118_222737.json,2023-686587_20251118_222737.json,2,2,0,"2903.12.A(2) | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-683822,2023-683822_20251118_142708.json,2023-683822_20251118_142708.json,3,3,0,"2911.12.B | 2903.21.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-692230,2024-692230_20251119_142823.json,2024-692230_20251119_142823.json,4,4,0,"2903.18.(B)(3) | 2919.25.A | 2919.22.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-701950,2025-701950_20251120_225130.json,2025-701950_20251120_225130.json,3,3,0,"2923.13.A(2) | 2923.12.A(2) | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-693674,2024-693674_20251119_174541.json,2024-693674_20251119_174541.json,8,8,0,2909.05.B(1)(A) | 2909.05.B(1)(A) | 2909.05.B(1)(A) | 2909.05.B(2) | 2909.06.A(1)
2023-687775,2023-687775_20251119_020946.json,2023-687775_20251119_020946.json,4,4,0,"2911.211.(A)(1) | 2913.02.A(1) | 2921.51.D | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-702992,2025-702992_20251121_021409.json,2025-702992_20251121_021409.json,4,4,0,"2950.05.E(1) | 2950.06.F | 2913.42.A(1) | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-699997,2025-699997_20251120_125918.json,2025-699997_20251120_125918.json,3,3,0,"2909.05.B(1)(A) | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-690340,2024-690340_20251119_095315.json,2024-690340_20251119_095315.json,3,3,0,"2911.12.B | 2909.06.A(1) | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-693358,2024-693358_20251119_165430.json,2024-693358_20251119_165430.json,2,2,0,"2903.12.A(1) | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-687388,2023-687388_20251119_005354.json,2023-687388_20251119_005354.json,2,2,0,"2909.05.B(1)(A) | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-681946,2023-681946_20251112_164809.json,2023-681946_20251112_164809.json,5,5,0,
2023-677835,2023-677835_20251116_125044.json,2023-677835_20251116_125044.json,2,2,0,"2903.13.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-688677,2024-688677_20251119_044650.json,2024-688677_20251119_044650.json,4,4,0,"2909.05.B(1)(A) | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-700130,2025-700130_20251120_131618.json,2025-700130_20251120_131618.json,6,6,0,2903.211.A(1) | 2903.211.A(1) | 2903.211.A(1) | 2903.211.A(1) | 2911.21.A(2)
2023-681610,2023-681610_20251117_122630.json,2023-681610_20251117_122630.json,4,4,0,"2919.27.A(1) | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-686655,2023-686655_20251118_224601.json,2023-686655_20251118_224601.json,5,5,0,"2919.25.A | 2919.27.A(1) | 2903.21.A | 2921.04.B(1) | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-686865,2023-686865_20251118_231827.json,2023-686865_20251118_231827.json,4,4,0,"2903.18.(B)(2) | 2903.18.(B)(3) | 2919.25.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-690213,2024-690213_20251119_092408.json,2024-690213_20251119_092408.json,3,3,0,"2903.11.A(1) | 2903.13.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-688355,2024-688355_20251119_035257.json,2024-688355_20251119_035257.json,2,2,0,"2911.13.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-684904,2023-684904_20251118_172118.json,2023-684904_20251118_172118.json,8,8,0,2907.04.A | 2907.322.A(1) | 2907.02.A(2) | 2907.02.A(2) | 2907.02.A(2)
2023-678059,2023-678059_20251116_145746.json,2023-678059_20251116_145746.json,8,8,0,2903.02.A | 2903.11.A(2) | 2923.162.A(3) | 2921.12.A(1) | 2923.12.A(2)
2025-702200,2025-702200_20251120_235059.json,2025-702200_20251120_235059.json,4,4,0,"2903.11.A(2) | 2903.21.A | 2921.31.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-700609,2025-700609_20251120_150108.json,2025-700609_20251120_150108.json,5,5,0,"2903.02.A | 2903.11.A(1) | 2903.11.A(2) | 2923.13.A(2) | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-687954,2023-687954_20251119_024343.json,2023-687954_20251119_024343.json,4,4,0,"2903.18.(B)(2) | 2903.18.(B)(3) | 2919.25.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-687352,2023-687352_20251119_004910.json,2023-687352_20251119_004910.json,2,2,0,"4549.02.(A)(1)(A) | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-687831,2023-687831_20251119_022100.json,2023-687831_20251119_022100.json,3,3,0,"2911.02.A(3) | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-679495,2023-679495_20251110_134311.json,2023-679495_20251110_134311.json,5,5,0,
2023-680829,2023-680829_20251117_103218.json,2023-680829_20251117_103218.json,4,4,0,"2905.02.A(1) | 2905.02.A(2) | 2903.13.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-684478,2023-684478_20251118_161504.json,2023-684478_20251118_161504.json,3,3,0,"2903.13.A | 2903.13.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-677672,2023-677672_20251116_111237.json,2023-677672_20251116_111237.json,4,4,0,"2921.331.B | 2921.12.A(1) | 2913.51.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-697823,2024-697823_20251120_052024.json,2024-697823_20251120_052024.json,5,5,0,"2911.12.B | 2903.11.A(1) | 2921.31.A | 2921.31.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-694993,2024-694993_20251119_212730.json,2024-694993_20251119_212730.json,5,5,0,"2911.12.A(2) | 2911.12.A(3) | 2903.211.A(1) | 2903.211.(A)(2)(A) | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-690274,2024-690274_20251119_093921.json,2024-690274_20251119_093921.json,4,4,0,"2909.05.B(1)(B) | 2909.05.B(1)(A) | 2909.05.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-678602,2023-678602_20251116_191204.json,2023-678602_20251116_191204.json,4,4,0,"2913.51.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-701393,2025-701393_20251120_202623.json,2025-701393_20251120_202623.json,5,5,0,"2903.11.A(1) | 2903.11.A(2) | 2919.25.A | {'type': '10% CASH', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-698701,2025-698701_20251120_075658.json,2025-698701_20251120_075658.json,2,2,0,"2921.38.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-684199,2023-684199_20251118_152440.json,2023-684199_20251118_152440.json,4,4,0,"2913.51.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-679943,2023-679943_20251117_084939.json,2023-679943_20251117_084939.json,2,2,0,"2925.11.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-677934,2023-677934_20251116_134338.json,2023-677934_20251116_134338.json,6,6,0,2903.01.A | 2903.02.A | 2903.02.B | 2903.11.A(1) | 2903.11.A(2)
2024-689461,2024-689461_20251119_073021.json,2024-689461_20251119_073021.json,2,2,0,"2913.02.A(1) | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-688836,2024-688836_20251119_052649.json,2024-688836_20251119_052649.json,2,2,0,"2913.04.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-689705,2024-689705_20251119_075939.json,2024-689705_20251119_075939.json,4,4,0,"2911.13.A | 2909.05.B(1)(B) | 2913.02.A(1) | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-699906,2025-699906_20251120_123502.json,2025-699906_20251120_123502.json,8,8,0,2903.04.A | 2903.11.A(2) | 2903.02.A | 2903.11.A(2) | 2923.162.A(3)
2023-683967,2023-683967_20251111_094142.json,2023-683967_20251111_094142.json,7,7,0,
2023-677927,2023-677927_20251116_133958.json,2023-677927_20251116_133958.json,6,6,0,"2903.13.A | 2903.13.A | 2919.25.A | 2921.31.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-701638,2025-701638_20251120_212144.json,2025-701638_20251120_212144.json,8,8,0,2921.03.A | 2903.211.A(1) | 2903.211.A(1) | 2903.211.(A)(2)(A) | 2917.21.A(6)
2023-681497,2023-681497_20251117_120828.json,2023-681497_20251117_120828.json,4,4,0,"2907.03.A(5) | 2919.22.B(1) | 2907.05.A(4) | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-678520,2023-678520_20251116_182737.json,2023-678520_20251116_182737.json,2,2,0,"2909.15.H | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-681968,2023-681968_20251117_133104.json,2023-681968_20251117_133104.json,4,4,0,"2903.11.A(1) | 2903.11.A(2) | 2903.21.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-682653,2023-682653_20251118_111026.json,2023-682653_20251118_111026.json,3,3,0,"2921.32.A(1) | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-694599,2024-694599_20251119_201348.json,2024-694599_20251119_201348.json,5,5,0,"2925.11.A | 4511.19.A(1)(A) | 4511.19.A(1)(A) | 4511.19.A(2)(A) | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-690027,2024-690027_20251119_084505.json,2024-690027_20251119_084505.json,4,4,0,"2917.11.A(5) | 2921.31.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-695567,2024-695567_20251119_225604.json,2024-695567_20251119_225604.json,7,7,0,2913.02.A(1) | 2913.02.A(1) | 2911.31.A | 2903.21.A | 2919.25.C
2023-677892,2023-677892_20251116_132354.json,2023-677892_20251116_132354.json,25,25,0,2907.322.A(1) | 2907.322.A(1) | 2907.322.A(1) | 2907.322.A(1) | 2907.322.A(1)
2023-686891,2023-686891_20251118_232056.json,2023-686891_20251118_232056.json,6,6,0,"2923.13.A(2) | 2923.13.A(3) | 2923.16.B | 2913.51.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-682214,2023-682214_20251111_071041.json,2023-682214_20251111_071041.json,7,7,0,
2024-688671,2024-688671_20251119_044429.json,2024-688671_20251119_044429.json,6,6,0,2911.02.A(1) | 2913.02.A(1) | 2921.331.B | 2923.12.(A)(2) | 2909.05.B(2)
2024-695556,2024-695556_20251119_225128.json,2024-695556_20251119_225128.json,3,3,0,"2913.02.A(2) | 2913.03.B | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-700778,2025-700778_20251120_154409.json,2025-700778_20251120_154409.json,4,4,0,"2911.02.A(2) | 2911.02.A(3) | 2913.02.A(1) | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-702084,2025-702084_20251120_232532.json,2025-702084_20251120_232532.json,3,3,0,"2911.211.(A)(1) | {'type': '10% CASH', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-703217,2025-703217_20251121_024651.json,2025-703217_20251121_024651.json,2,2,0,"2925.11.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-686761,2023-686761_20251111_134539.json,2023-686761_20251111_134539.json,4,4,0,
